movie,year,imdb,metascore,votes,description
Coyote Ugly,(2000),5.7,27        ,115235,"
Aspiring songwriter Violet Sanford, after getting a job at a women-run NYC bar that teases its male patrons, comes out of her shell."
Gladiator,(2000),8.5,67        ,1475951,"
A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery."
Memento,(2000),8.4,80        ,1222326,"
A man with short-term memory loss attempts to track down his wife's murderer."
Snatch,(2000),8.3,55        ,846515,"
Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond."
Requiem for a Dream,(2000),8.3,68        ,831636,"
The drug-induced utopias of four Coney Island people are shattered when their addictions run deep."
X-Men,(2000),7.3,64        ,611067,"
In a world where mutants (evolved super-powered humans) exist and are discriminated against, two groups form for an inevitable clash: the supremacist Brotherhood, and the pacifist X-Men."
American Psycho,(2000),7.6,64        ,592734,"
A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies."
Cast Away,(2000),7.8,73        ,584963,"
A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island."
Unbreakable,(2000),7.3,62        ,415162,"
A man learns something extraordinary about himself after a devastating accident."
Mission: Impossible II,(2000),6.1,59        ,340643,"
IMF agent Ethan Hunt is sent to Sydney to find and destroy a genetically modified disease called ""Chimera""."
Meet the Parents,(2000),7.0,73        ,333250,"
Male nurse Greg Focker meets his girlfriend's parents before proposing, but her suspicious father is every date's worst nightmare."
"O Brother, Where Art Thou?",(2000),7.7,69        ,309994,"
In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them."
Gone in 60 Seconds,(2000),6.5,35        ,277807,"
A retired master car thief must come back to the industry and steal fifty cars with his crew in one night to save his brother's life."
Almost Famous,(2000),7.9,90        ,274933,"
A high-school boy in the early 1970s is given the chance to write a story for Rolling Stone magazine about an up-and-coming rock band as he accompanies them on their concert tour."
The Patriot,(2000),7.2,63        ,273822,"
Peaceful farmer Benjamin Martin is driven to lead the Colonial Militia during the American Revolution when a sadistic British officer murders his son."
"Crouching Tiger, Hidden Dragon",(2000),7.9,94        ,268321,"
A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation."
Scary Movie,(2000),6.2,48        ,259006,"
A year after disposing of the body of a man they accidentally killed, a group of dumb teenagers are stalked by a bumbling serial killer."
Final Destination,(2000),6.7,36        ,252874,"
Alex Browning is among a group of high school students readying themselves for a trip to Europe. When he suddenly has a premonition their airplane will crash, he screams to warn the others but instead he is thrown off of the plane along others, but the plane actually crashes after they get off. Weeks later one of the survivors mysteriously dies, and Alex realizes that things just got more complex."
How the Grinch Stole Christmas,(2000),6.2,46        ,243119,"
On the outskirts of Whoville lives a green, revenge-seeking Grinch who plans to ruin Christmas for all of the citizens of the town."
Amores perros,(2000),8.1,83        ,239384,"
A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love."
Pitch Black,(2000),7.1,49        ,239195,"
A transport ship crashes and leaves its crew stranded on a desert planet inhabited by bloodthirsty creatures that come out during an eclipse."
The Beach,(I) (2000),6.6,43        ,238609,"
On vacation in Thailand, Richard sets out for an island rumored to be a solitary beach paradise."
"Me, Myself & Irene",(2000),6.6,49        ,237168,"
A nice-guy cop with Dissociative Identity Disorder must protect a woman on the run from a corrupt ex-boyfriend and his associates."
Remember the Titans,(2000),7.8,48        ,214423,"
The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit."
Miss Congeniality,(2000),6.3,43        ,208817,"
An F.B.I. Agent must go undercover in the Miss United States beauty pageant to prevent a group from bombing the event."
What Women Want,(2000),6.4,47        ,207553,"
A cocky, chauvinistic advertising executive magically acquires the ability to hear what women are thinking."
Traffic,(2000),7.6,86        ,207162,"
A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business."
The Emperor's New Groove,(2000),7.4,70        ,202066,"
Emperor Kuzco is turned into a llama by his ex-administrator Yzma, and must now regain his throne with the help of Pacha, the gentle llama herder."
Erin Brockovich,(2000),7.4,73        ,196589,"
An unemployed single mother becomes a legal assistant and almost single-handedly brings down a California power company accused of polluting a city's water supply."
Chocolat,(2000),7.3,64        ,191293,"
A French woman and her young daughter open up a chocolate shop in a small remote village that shakes up the rigid morality of the community."
Chicken Run,(2000),7.1,88        ,191164,"
When a cockerel apparently flies into a chicken farm, the chickens see him as an opportunity to escape their evil owners."
Charlie's Angels,(2000),5.6,52        ,187035,"
Three women, detectives with a mysterious boss, retrieve stolen voice-ID software, using martial arts, tech skills, and sex appeal."
Battle Royale,(2000),7.6,81        ,182455,"
In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act."
High Fidelity,(2000),7.4,79        ,179898,"
Rob, a record store owner and compulsive list maker, recounts his top five breakups, including the one in progress."
Road Trip,(2000),6.5,55        ,169296,"
Four college buddies embark on a road trip to retrieve an illicit tape mistakenly mailed to a female friend."
The Perfect Storm,(2000),6.4,59        ,167537,"
An unusually intense storm pattern catches some commercial fishermen unaware and puts them in mortal danger."
In the Mood for Love,(2000),8.1,85        ,147768,"
Two neighbors form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs."
Scream 3,(2000),5.6,56        ,142445,"
While Sidney and her friends visit the Hollywood set of Stab 3, the third film based on the Woodsboro murders, another Ghostface killer rises to terrorize them."
"Dude, Where's My Car?",(2000),5.5,30        ,140088,"
Two potheads wake up after a night of partying and cannot remember where they parked their car."
Billy Elliot,(2000),7.7,74        ,134762,"
A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family."
Hollow Man,(2000),5.8,24        ,131438,"
A brilliant scientist's discovery renders him invisible, but transforms him into an omnipotent, dangerous megalomaniac."
Shanghai Noon,(2000),6.6,77        ,127329,"
A Chinese man travels to the Wild West to rescue a kidnapped Princess. After teaming up with a train robber, the unlikely duo takes on a Chinese traitor and his corrupt boss."
What Lies Beneath,(2000),6.6,51        ,126017,"
The wife of a university research scientist believes that her lakeside Vermont home is haunted by a ghost - or that she is losing her mind."
The 6th Day,(2000),5.9,49        ,122604,"
A man meets a clone of himself and stumbles into a grand conspiracy about clones taking over the world."
The Whole Nine Yards,(2000),6.7,47        ,121280,"
A struggling dentist's life is turned upside down when a famous gangster moves in next door, and his wife convinces him to inform a notorious mob boss about the gangster's whereabouts."
Pay It Forward,(2000),7.2,40        ,119216,"
A young boy attempts to make the world a better place after his teacher gives him that chance."
Men of Honor,(2000),7.2,56        ,116901,"
The story of Carl Brashear, the first African-American U.S. Navy Diver, and the man who trained him."
Coyote Ugly,(2000),5.7,27        ,115235,"
Aspiring songwriter Violet Sanford, after getting a job at a women-run NYC bar that teases its male patrons, comes out of her shell."
The Lord of the Rings: The Fellowship of the Ring,(2001),8.8,92        ,1827148,"
A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron."
A Beautiful Mind,(2001),8.2,72        ,922254,"
After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish."
"Monsters, Inc.",(2001),8.1,79        ,897246,"
In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think."
Donnie Darko,(2001),8.0,88        ,792730,"
After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes."
Harry Potter and the Sorcerer's Stone,(2001),7.6,65        ,764402,"
An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world."
Amélie,(2001),8.3,69        ,750338,"
Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love."
Spirited Away,(2001),8.6,96        ,747526,"
During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts."
Shrek,(2001),7.9,84        ,668387,"
A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back."
Ocean's Eleven,(2001),7.7,74        ,567214,"
Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously."
Training Day,(2001),7.7,69        ,431618,"
A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be."
Black Hawk Down,(2001),7.7,74        ,393732,"
The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily-armed Somalis."
The Fast and the Furious,(2001),6.8,58        ,382881,"
Los Angeles police officer Brian O'Conner must decide where his loyalty really lies when he becomes enamored with the street racing world he has been sent undercover to destroy."
The Others,(2001),7.6,74        ,363905,"
A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted."
Mulholland Drive,(2001),7.9,85        ,352163,"
After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality."
Pearl Harbor,(2001),6.2,44        ,331335,"
A tale of war and romance mixed in with history. The story follows two lifelong friends and a beautiful nurse who are caught up in the horror of an infamous Sunday morning in 1941."
The Mummy Returns,(2001),6.4,48        ,322723,"
The mummified body of Imhotep is shipped to a museum in London, where he once again wakes and begins his campaign of rage and terror."
Jurassic Park III,(2001),5.9,42        ,321009,"
A decidedly odd couple with ulterior motives convince Dr. Grant to go to Isla Sorna for a holiday, but their unexpected landing startles the island's new inhabitants."
A.I. Artificial Intelligence,(2001),7.2,65        ,306577,"
A highly advanced robotic boy longs to become ""real"" so that he can regain the love of his human mother."
The Royal Tenenbaums,(2001),7.6,76        ,290686,"
The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons."
Moulin Rouge!,(2001),7.6,66        ,283934,"
A poor Bohemian poet in 1890s Paris falls for a beautiful courtesan and nightclub star coveted by a jealous duke."
Hannibal,(2001),6.8,57        ,273645,"
Living in exile, Dr. Hannibal Lecter tries to reconnect with now disgraced F.B.I. Agent Clarice Starling, and finds himself a target for revenge from a powerful victim."
Vanilla Sky,(2001),6.9,45        ,265133,"
A self-indulgent and vain publishing magnate finds his privileged life upended after a vehicular accident with a resentful lover."
Zoolander,(2001),6.5,61        ,264094,"
At the end of his career, a clueless fashion model is brainwashed to kill the Prime Minister of Malaysia."
Enemy at the Gates,(2001),7.6,53        ,261109,"
A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad."
Blow,(2001),7.5,52        ,259723,"
The story of how George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States."
American Pie 2,(2001),6.4,43        ,254994,"
Jim and his friends are now in college, and they decide to meet up at the beach house for some fun."
Bridget Jones's Diary,(2001),6.7,66        ,243005,"
Bridget Jones is determined to improve herself while she looks for love in a year in which she keeps a personal diary."
Planet of the Apes,(2001),5.7,50        ,219708,"
In 2029, an Air Force astronaut crash-lands on a mysterious planet where evolved, talking apes dominate a race of primitive humans."
Rush Hour 2,(2001),6.6,48        ,218437,"
Carter and Lee head to Hong Kong for a vacation, but become embroiled in a counterfeit money scam."
Legally Blonde,(2001),6.4,59        ,215628,"
Elle Woods, a fashionable sorority queen, is dumped by her boyfriend. She decides to follow him to law school. While she is there, she figures out that there is more to her than just looks."
Lara Croft: Tomb Raider,(2001),5.7,33        ,209146,"
Video game adventurer Lara Croft comes to life in a movie where she races against time and villains to recover powerful ancient artifacts."
Swordfish,(2001),6.5,32        ,187311,"
A covert counter-terrorist unit called Black Cell led by Gabriel Shear wants the money to help finance their war against international terrorism, but it's all locked away. Gabriel brings in convicted hacker Stanley Jobson to help him."
A Knight's Tale,(2001),6.9,56        ,186072,"
After his master dies, a peasant squire, fueled by his desire for food and glory, creates a new identity for himself as a knight."
K-PAX,(2001),7.4,49        ,183988,"
PROT is a patient at a mental hospital who claims to be from a faraway planet named K-PAX. His psychiatrist tries to help him, only to begin to doubt his own explanations."
Scary Movie 2,(2001),5.3,29        ,161368,"
Four teens are tricked by Professor Oldman (Tim Curry) into visiting a haunted house for a school project."
Spy Game,(2001),7.0,63        ,157016,"
Retiring CIA agent Nathan Muir recalls his training of Tom Bishop while working against agency politics to free him from his Chinese captors."
From Hell,(2001),6.7,54        ,155449,"
In Victorian-era London, a troubled clairvoyant police detective investigates the murders of Jack the Ripper."
Jay and Silent Bob Strike Back,(2001),6.8,51        ,154883,"
The comic ""Bluntman and Chronic"" is based on real-life stoners Jay and Silent Bob, so when they get no profit from a big-screen adaptation, they set out to wreck the movie."
I Am Sam,(2001),7.6,28        ,150046,"
A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family."
The Princess Diaries,(2001),6.3,52        ,144514,"
Mia Thermopolis has just found out that she is the heir apparent to the throne of Genovia. With her friends Lilly and Michael Moscovitz in tow, she tries to navigate through the rest of her sixteenth year."
Shallow Hal,(2001),6.0,48        ,134365,"
A shallow man falls in love with a 300-pound woman because of her inner beauty."
Evolution,(2001),6.1,40        ,129099,"
A fire-fighting cadet, two college professors, and a geeky but sexy government scientist work against an alien organism that has been rapidly evolving since its arrival on Earth inside a meteor."
The Score,(2001),6.8,71        ,128017,"
An aging thief hopes to retire and live off his ill-gotten wealth when a young kid convinces him into doing one last heist."
Jeepers Creepers,(2001),6.2,49        ,126785,"
A brother and sister driving home through isolated countryside for spring break encounter a flesh-eating creature which is in the midst of its ritualistic eating spree."
Y tu mamá también,(2001),7.7,88        ,122753,"
In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other."
The Lord of the Rings: The Fellowship of the Ring,(2001),8.8,92        ,1827148,"
A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron."
A Beautiful Mind,(2001),8.2,72        ,922254,"
After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish."
