movie,year,imdb,metascore,votes,description
Sicario,2015,7.6,82,424096,"
An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico."
Room,2015,8.1,86,416011,"
Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time."
Furious 7,2015,7.1,67,387786,"
Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother."
Mission: Impossible - Rogue Nation,2015,7.4,75,370556,"
Ethan and his team take on their most impossible mission yet when they have to eradicate an international rogue organization as highly skilled as they are and committed to destroying the IMF."
The Hunger Games: Mockingjay - Part 2,2015,6.5,65,322788,"
Katniss and a team of rebels from District 13 prepare for the final battle that will decide the fate of Panem."
Fifty Shades of Grey,2015,4.1,46,318844,"
Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey."
Bridge of Spies,2015,7.6,81,309519,"
During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers."
The Man from U.N.C.L.E.,2015,7.2,56,305028,"
In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons."
Terminator Genisys,2015,6.3,38,276839,"
When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline."
Creed,2015,7.6,82,271282,"
The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed."
The VVitch: A New-England Folktale,2015,6.9,83,253824,"
A family in 1630s New England is torn apart by the forces of witchcraft, black magic and possession."
The Lobster,2015,7.1,82,252854,"
In a dystopian near future, according to the laws of The City, single people are taken to The Hotel, where they are obliged to find a romantic partner in 45 days or they're transformed into beasts and sent off into The Woods."
Chappie,2015,6.8,41,250385,"
In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself."
The Intern,2015,7.1,51,250310,"
Seventy-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin."
Maze Runner: The Scorch Trials,2015,6.3,43,248138,"
After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles."
Focus,2015,6.6,56,246049,"
In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop."
Spy,2015,7.0,75,244469,"
A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster."
Minions,2015,6.4,56,236949,"
Minions Stuart, Kevin, and Bob are recruited by Scarlet Overkill, a supervillain who, alongside her inventor husband Herb, hatches a plot to take over the world."
The Divergent Series: Insurgent,2015,6.2,42,236494,"
Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side."
Southpaw,2015,7.3,57,235769,"
After a fatal incident sends him on a rampant path of destruction, a champion boxer fights to get custody of his daughter and revive his professional career."
San Andreas,2015,6.0,43,235765,"
In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter."
Everest,2015,7.1,64,216933,"
The story of New Zealand's Robert ""Rob"" Edwin Hall, who on May 10, 1996, together with Scott Fischer, teamed up on a joint expedition to ascend Mount Everest."
Ted 2,2015,6.3,48,207834,"
Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law."
Straight Outta Compton,2015,7.8,72,200656,"
The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood."
Jupiter Ascending,2015,5.3,40,188369,"
A young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of Earth from an ancient and destructive industry."
The Danish Girl,2015,7.1,66,184698,"
A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer."
Tomorrowland,2015,6.4,60,182347,"
Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory."
Black Mass,2015,6.9,68,181205,"
The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf."
Legend,2015,6.9,55,180337,"
Identical twin gangsters Ronald and Reginald Kray terrorize London during the 1960s."
The Age of Adaline,2015,7.2,51,179176,"
A young woman, born at the turn of the 20th century, is rendered ageless after an accident. After many solitary years, she meets a man who complicates the eternal life she has settled into."
Cinderella,2015,6.9,67,176348,"
When her father unexpectedly dies, young Ella finds herself at the mercy of her cruel stepmother and her scheming stepsisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger."
Steve Jobs,2015,7.2,82,168812,"
Steve Jobs takes us behind the scenes of the digital revolution, to paint a portrait of the man at its epicenter. The story unfolds backstage at three iconic product launches, ending in 1998 with the unveiling of the iMac."
Fantastic Four,2015,4.3,27,166547,"
Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy."
Mad Max: Fury Road,2015,8.1,90,985768,"
In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max."
Star Wars: Episode VII - The Force Awakens,2015,7.8,80,920993,"
As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace."
Avengers: Age of Ultron,2015,7.3,66,849655,"
When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan."
The Martian,2015,8.0,80,840920,"
An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive and can survive until a potential rescue."
The Revenant,2015,8.0,76,791220,"
A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team."
Inside Out,2015,8.2,94,701441,"
After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school."
Ant-Man,2015,7.3,64,655482,"
Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, pull off a plan that will save the world."
Jurassic World,2015,6.9,59,637406,"
A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, the Indominus Rex, which escapes containment and goes on a killing spree."
The Hateful Eight,2015,7.8,68,589254,"
In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters."
Spotlight,2015,8.1,93,465136,"
The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core."
Spectre,2015,6.8,60,437151,"
A cryptic message from James Bond's past sends him on a trail to uncover the existence of a sinister organisation named SPECTRE. With a new threat dawning, Bond learns the terrible truth about the author of all his pain in his most recent missions."
The Big Short,2015,7.8,81,424808,"
In 2006-2007 a group of investors bet against the US mortgage market. In their research, they discover how flawed and corrupt the market is."
Sicario,2015,7.6,82,424096,"
An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico."
Room,2015,8.1,86,416011,"
Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time."
Furious 7,2015,7.1,67,387786,"
Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother."
Mission: Impossible - Rogue Nation,2015,7.4,75,370556,"
Ethan and his team take on their most impossible mission yet when they have to eradicate an international rogue organization as highly skilled as they are and committed to destroying the IMF."
The Hunger Games: Mockingjay - Part 2,2015,6.5,65,322788,"
Katniss and a team of rebels from District 13 prepare for the final battle that will decide the fate of Panem."
Fifty Shades of Grey,2015,4.1,46,318844,"
Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey."
Bridge of Spies,2015,7.6,81,309519,"
During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers."
The Man from U.N.C.L.E.,2015,7.2,56,305028,"
In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons."
Terminator Genisys,2015,6.3,38,276839,"
When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline."
Creed,2015,7.6,82,271282,"
The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed."
The VVitch: A New-England Folktale,2015,6.9,83,253824,"
A family in 1630s New England is torn apart by the forces of witchcraft, black magic and possession."
The Lobster,2015,7.1,82,252854,"
In a dystopian near future, according to the laws of The City, single people are taken to The Hotel, where they are obliged to find a romantic partner in 45 days or they're transformed into beasts and sent off into The Woods."
Chappie,2015,6.8,41,250385,"
In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself."
The Intern,2015,7.1,51,250310,"
Seventy-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin."
Maze Runner: The Scorch Trials,2015,6.3,43,248138,"
After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles."
Focus,2015,6.6,56,246049,"
In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop."
Spy,2015,7.0,75,244469,"
A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster."
Minions,2015,6.4,56,236949,"
Minions Stuart, Kevin, and Bob are recruited by Scarlet Overkill, a supervillain who, alongside her inventor husband Herb, hatches a plot to take over the world."
The Divergent Series: Insurgent,2015,6.2,42,236494,"
Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side."
Southpaw,2015,7.3,57,235769,"
After a fatal incident sends him on a rampant path of destruction, a champion boxer fights to get custody of his daughter and revive his professional career."
San Andreas,2015,6.0,43,235765,"
In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter."
Everest,2015,7.1,64,216933,"
The story of New Zealand's Robert ""Rob"" Edwin Hall, who on May 10, 1996, together with Scott Fischer, teamed up on a joint expedition to ascend Mount Everest."
Ted 2,2015,6.3,48,207834,"
Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law."
Straight Outta Compton,2015,7.8,72,200656,"
The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood."
Jupiter Ascending,2015,5.3,40,188369,"
A young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of Earth from an ancient and destructive industry."
The Danish Girl,2015,7.1,66,184698,"
A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer."
Tomorrowland,2015,6.4,60,182347,"
Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory."
Black Mass,2015,6.9,68,181205,"
The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf."
Legend,2015,6.9,55,180337,"
Identical twin gangsters Ronald and Reginald Kray terrorize London during the 1960s."
The Age of Adaline,2015,7.2,51,179176,"
A young woman, born at the turn of the 20th century, is rendered ageless after an accident. After many solitary years, she meets a man who complicates the eternal life she has settled into."
Cinderella,2015,6.9,67,176348,"
When her father unexpectedly dies, young Ella finds herself at the mercy of her cruel stepmother and her scheming stepsisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger."
Steve Jobs,2015,7.2,82,168812,"
Steve Jobs takes us behind the scenes of the digital revolution, to paint a portrait of the man at its epicenter. The story unfolds backstage at three iconic product launches, ending in 1998 with the unveiling of the iMac."
Fantastic Four,2015,4.3,27,166547,"
Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy."
Mad Max: Fury Road,2015,8.1,90,985768,"
In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max."
Star Wars: Episode VII - The Force Awakens,2015,7.8,80,920993,"
As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace."
Avengers: Age of Ultron,2015,7.3,66,849655,"
When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan."
The Martian,2015,8.0,80,840920,"
An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive and can survive until a potential rescue."
The Revenant,2015,8.0,76,791220,"
A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team."
Inside Out,2015,8.2,94,701441,"
After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school."
Ant-Man,2015,7.3,64,655482,"
Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, pull off a plan that will save the world."
Jurassic World,2015,6.9,59,637406,"
A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, the Indominus Rex, which escapes containment and goes on a killing spree."
The Hateful Eight,2015,7.8,68,589254,"
In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters."
Spotlight,2015,8.1,93,465136,"
The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core."
Spectre,2015,6.8,60,437151,"
A cryptic message from James Bond's past sends him on a trail to uncover the existence of a sinister organisation named SPECTRE. With a new threat dawning, Bond learns the terrible truth about the author of all his pain in his most recent missions."
The Big Short,2015,7.8,81,424808,"
In 2006-2007 a group of investors bet against the US mortgage market. In their research, they discover how flawed and corrupt the market is."
Sicario,2015,7.6,82,424096,"
An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico."
Room,2015,8.1,86,416011,"
Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time."
Furious 7,2015,7.1,67,387786,"
Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother."
Mission: Impossible - Rogue Nation,2015,7.4,75,370556,"
Ethan and his team take on their most impossible mission yet when they have to eradicate an international rogue organization as highly skilled as they are and committed to destroying the IMF."
The Hunger Games: Mockingjay - Part 2,2015,6.5,65,322788,"
Katniss and a team of rebels from District 13 prepare for the final battle that will decide the fate of Panem."
Fifty Shades of Grey,2015,4.1,46,318844,"
Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey."
Bridge of Spies,2015,7.6,81,309519,"
During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers."
The Man from U.N.C.L.E.,2015,7.2,56,305028,"
In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons."
Terminator Genisys,2015,6.3,38,276839,"
When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline."
Creed,2015,7.6,82,271282,"
The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed."
The VVitch: A New-England Folktale,2015,6.9,83,253824,"
A family in 1630s New England is torn apart by the forces of witchcraft, black magic and possession."
The Lobster,2015,7.1,82,252854,"
In a dystopian near future, according to the laws of The City, single people are taken to The Hotel, where they are obliged to find a romantic partner in 45 days or they're transformed into beasts and sent off into The Woods."
Chappie,2015,6.8,41,250385,"
In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself."
The Intern,2015,7.1,51,250310,"
Seventy-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin."
Maze Runner: The Scorch Trials,2015,6.3,43,248138,"
After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles."
Focus,2015,6.6,56,246049,"
In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop."
Spy,2015,7.0,75,244469,"
A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster."
Minions,2015,6.4,56,236949,"
Minions Stuart, Kevin, and Bob are recruited by Scarlet Overkill, a supervillain who, alongside her inventor husband Herb, hatches a plot to take over the world."
The Divergent Series: Insurgent,2015,6.2,42,236494,"
Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side."
Southpaw,2015,7.3,57,235769,"
After a fatal incident sends him on a rampant path of destruction, a champion boxer fights to get custody of his daughter and revive his professional career."
San Andreas,2015,6.0,43,235765,"
In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter."
Everest,2015,7.1,64,216933,"
The story of New Zealand's Robert ""Rob"" Edwin Hall, who on May 10, 1996, together with Scott Fischer, teamed up on a joint expedition to ascend Mount Everest."
Ted 2,2015,6.3,48,207834,"
Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law."
Straight Outta Compton,2015,7.8,72,200656,"
The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood."
Jupiter Ascending,2015,5.3,40,188369,"
A young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of Earth from an ancient and destructive industry."
The Danish Girl,2015,7.1,66,184698,"
A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer."
Tomorrowland,2015,6.4,60,182347,"
Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory."
Black Mass,2015,6.9,68,181205,"
The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf."
Legend,2015,6.9,55,180337,"
Identical twin gangsters Ronald and Reginald Kray terrorize London during the 1960s."
The Age of Adaline,2015,7.2,51,179176,"
A young woman, born at the turn of the 20th century, is rendered ageless after an accident. After many solitary years, she meets a man who complicates the eternal life she has settled into."
Cinderella,2015,6.9,67,176348,"
When her father unexpectedly dies, young Ella finds herself at the mercy of her cruel stepmother and her scheming stepsisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger."
Steve Jobs,2015,7.2,82,168812,"
Steve Jobs takes us behind the scenes of the digital revolution, to paint a portrait of the man at its epicenter. The story unfolds backstage at three iconic product launches, ending in 1998 with the unveiling of the iMac."
Fantastic Four,2015,4.3,27,166547,"
Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy."
Deadpool,2016,8.0,65,1017323,"
A wisecracking mercenary gets experimented on and becomes immortal but ugly, and sets out to track down the man who ruined his looks."
Captain America: Civil War,2016,7.8,75,772519,"
Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man."
Doctor Strange,2016,7.5,72,728948,"
While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts."
Batman v Superman: Dawn of Justice,2016,6.4,44,692851,"
Fearing that the actions of Superman are left unchecked, Batman takes on the Man of Steel, while the world wrestles with what kind of a hero it really needs."
Arrival,2016,7.9,81,681702,"
A linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecraft appear around the world."
Suicide Squad,2016,5.9,40,679389,"
A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse."
Rogue One: A Star Wars Story,2016,7.8,65,620168,"
In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction."
La La Land,2016,8.0,94,576367,"
While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future."
Hacksaw Ridge,2016,8.1,71,514149,"
World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot."
Zootopia,2016,8.0,78,491097,"
In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy."
Split,2016,7.3,62,486359,"
Three girls are kidnapped by a man with a diagnosed 23 distinct personalities. They must try to escape before the apparent emergence of a frightful new 24th."
Fantastic Beasts and Where to Find Them,2016,7.2,66,470659,"
The adventures of writer Newt Scamander in New York's secret community of witches and wizards seventy years before Harry Potter reads his book in school."
X-Men: Apocalypse,2016,6.9,52,430768,"
In the 1980s the X-Men must defeat an ancient all-powerful mutant, En Sabah Nur, who intends to thrive through bringing destruction to the world."
Passengers,2016,7.0,41,399608,"
A malfunction in a sleeping pod on a spacecraft traveling to a distant colony planet wakes one passenger 90 years early."
Moana,2016,7.6,81,329567,"
In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right."
10 Cloverfield Lane,2016,7.2,76,323475,"
A young woman is held in an underground bunker by a man who insists that a hostile event has left the surface of the Earth uninhabitable."
The Nice Guys,2016,7.3,70,322141,"
In 1970s Los Angeles, a mismatched pair of private eyes investigate a missing girl and the mysterious death of a porn star."
Moonlight,2016,7.4,99,304793,"
A young African-American man grapples with his identity and sexuality while experiencing the everyday struggles of childhood, adolescence, and burgeoning adulthood."
The Accountant,2016,7.3,51,294167,"
As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities, and the body count starts to rise."
Now You See Me 2,2016,6.4,46,285904,"
The Four Horsemen resurface, and are forcibly recruited by a tech genius to pull off their most impossible heist yet."
Manchester by the Sea,2016,7.8,96,278427,"
A depressed uncle is asked to take care of his teenage nephew after the boy's father dies."
The Jungle Book,2016,7.4,77,275905,"
After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther Bagheera and free-spirited bear Baloo."
Nocturnal Animals,2016,7.5,67,275625,"
A wealthy art gallery owner is haunted by her ex-husband's novel, a violent thriller she interprets as a symbolic revenge tale."
Finding Dory,2016,7.3,77,272960,"
Friendly but forgetful blue tang Dory begins a search for her long-lost parents, and everyone learns a few things about the real meaning of family along the way."
Don't Breathe,2016,7.1,71,270888,"
Hoping to walk away with a massive fortune, a trio of thieves break into the house of a blind man who isn't as helpless as he seems."
Sully,2016,7.4,74,269870,"
When pilot Chesley ""Sully"" Sullenberger lands his damaged plane on the Hudson River in order to save the flight's passengers and crew, some consider him a hero while others think he was reckless."
The Conjuring 2,2016,7.3,65,266380,"
Ed and Lorraine Warren travel to North London to help a single mother raising four children alone in a house plagued by a supernatural spirit."
Warcraft,2016,6.7,32,262575,"
As an Orc horde invades the planet Azeroth using a magic portal, a few human heroes and dissenting Orcs must attempt to stop the true evil behind this war."
Your Name.,2016,8.4,79,260235,"
Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?"
Me Before You,2016,7.4,51,248997,"
A girl in a small town forms an unlikely bond with a recently-paralyzed man she's taking care of."
Star Trek Beyond,2016,7.0,68,245401,"
The crew of the USS Enterprise explores the furthest reaches of uncharted space, where they encounter a new ruthless enemy, who puts them, and everything the Federation stands for, to the test."
Lion,2016,8.0,69,235054,"
A five-year-old Indian boy is adopted by an Australian couple after getting lost hundreds of kilometers from home. 25 years later, he sets out to find his lost family."
Ghostbusters: Answer the Call,2016,6.9,60,229921,"
Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat."
Hell or High Water,2016,7.6,88,229100,"
A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas."
Hidden Figures,2016,7.8,74,226836,"
The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program."
Jason Bourne,2016,6.6,58,226409,"
The CIA's most dangerous former operative is drawn out of hiding to uncover more explosive truths about his past."
Captain Fantastic,2016,7.8,72,217289,"
In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent."
Train to Busan,2016,7.6,73,215463,"
While a zombie virus breaks out in South Korea, passengers struggle to survive on the train from Seoul to Busan."
War Dogs,2016,7.1,57,215456,"
Loosely based on the true story of two young men, David Packouz and Efraim Diveroli, who won a three hundred million dollar contract from the Pentagon to arm America's allies in Afghanistan."
The Magnificent Seven,2016,6.8,54,211111,"
Seven gunmen from a variety of backgrounds are brought together by a vengeful young widow to protect her town from the private army of a destructive industrialist."
The Secret Life of Pets,2016,6.5,61,201130,"
The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes."
Assassin's Creed,2016,5.6,36,198716,"
Callum Lynch explores the memories of his ancestor Aguilar de Nerha and gains the skills of a Master Assassin, before taking on the secret Templar society."
Sausage Party,2016,6.1,66,193364,"
A sausage strives to discover the truth about his existence."
Central Intelligence,2016,6.3,52,188606,"
After he reconnects with an awkward pal from high school through Facebook, a mild-mannered accountant is lured into the world of international espionage."
Deadpool,2016,8.0,65,1017323,"
A wisecracking mercenary gets experimented on and becomes immortal but ugly, and sets out to track down the man who ruined his looks."
Captain America: Civil War,2016,7.8,75,772519,"
Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man."
Doctor Strange,2016,7.5,72,728948,"
While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts."
Batman v Superman: Dawn of Justice,2016,6.4,44,692851,"
Fearing that the actions of Superman are left unchecked, Batman takes on the Man of Steel, while the world wrestles with what kind of a hero it really needs."
Arrival,2016,7.9,81,681702,"
A linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecraft appear around the world."
Suicide Squad,2016,5.9,40,679389,"
A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse."
