rating,comment
3.5,"Good course. I like how it is structureted. But I have to admit that sometimes variables naming was confusing. For example, in some videos there's ""context_word"" and ""word_contex"" as two different variables in the same function."
5.0,The course is really well structured and Ivo explains everything with great detail. Above expectations
5.0,So far so good. Clear content and examples.
4.5,careful and detailed explanations
4.5,Quite interesting !!!!
2.0,Die zip Datei lässt sich nicht entpacken
5.0,This is great. I like the tutor taking it slowly. It helps a lot as I'm a new entrant.
5.0,The instructor explains the concepts that help to build an intuition about the topic before going into the R codes. His explanation are good too. This is a good course and I have given 5 star review.
5.0,Very good course on R.  I knew quite a bit but learned a lot.  learned some new ways to do things that I had not thought of.
5.0,"This is by far the best course I ever took anywhere.  After going through Regression course, I signed up for all the courses taught by the professor. I am amazed at the way he simplifies the concepts and makes us understand the theories with real life examples.  He has an excellent teacher.  I will recommend his courses  to anyone who wants to learn and have a strong foundation of Data Science concepts."
5.0,mentor is just excellent. very wide knowledge with variety of eg. to understand the concepts.
3.5,able to understand concepts.
5.0,overall good...course is very useful and the pace of teaching is simply super and is worth for every penny
2.5,"The course itself is pretty good, but files were broken frequently. Support to receive working files was not prompt at all."
5.0,The course is like long journey and really comprehensive. Lecturer mentioned lots of fundamental statistics topics which is necessary for Data Scientists. It will provide strong infrastructure for those people who want to be Data Scientists.
3.5,"is a good match but starting with regression chapters  did became boring , where is R ?  majority of time I see slides and xls."
5.0,I am extremely happy ans satisfied to have this course in my learning basket.
5.0,"This is an excellent course that has extremely detailed instructions with examples in both excel and r. I like how the he explains the top first, then follows up with examples. The course also moves along at a nice comfortable pace so that you won't get lost and can follow along. Great job. Cheers. Bill Hengen"
5.0,Really good analysis techniques for forecasting as well as marketing
5.0,Well placed content in very simple manner to understand easily and workable.Also Neatly packed for step by step progress.
5.0,"Sim, imaginei que daria uma visão geral do curso com suas várias possibilidades de aplicação"
5.0,ITs one of the best courses on statistical analysis !
5.0,Great examples! Still waiting for real scenario examples.....
3.0,"The descriptions are good, the delivery is slow and thorough, however there is a lack of some practical hands-on assignments. Furthermore, the more advanced topics are done in excel rather then R."
4.0,"Took some time to get use to the accent, but the content of the online course is mind blowing & amazing."
4.0,I feel sometimes same things are repeated again without any significance
5.0,"very clear and comprehensive explanations.  If there were six stars, I would give this instructor all of it because he said, if you don't listen to your wife in getting six eggs, she will beat you..ha ha ha ha.  I can totally relate to him.  Joke :-)  Seriously, I didn't need coffee to enjoy this course.  Great job!!"
4.5,"Good examples, clear explanations. Thanks.!"
5.0,"Very detailed course on analytics, the teaching style is entertaining and the explanations are clear. Very good course!"
5.0,Lecturer was able to illustrate using examples and make extra effort to pause and explain the topics covered. I enjoy learning from him very much.
4.0,good for beginners
5.0,Very much impressed by instructor's delivery. Course content and flow is appropriate. This course covers necessary topics to get a good understanding of basic statistics and get started with predictive analysis
5.0,The greatest class for understanding of statistics in practice
5.0,Die Materialien sind didaktisch sinnvoll miteinander verknüpft. Die Case-Studies in Kombination mit den Ausführungen des Dozenten sind sehr gut nachvollziehbar und vermitteln einen ersten Anwendungsbezug.
3.0,Positive:
3.0,"The instructor explains all the concepts and statistical techniques very clearly. But, I think more R programming exercises would do great. May be this can be done as a two part course one on concepts and other on R programming exercises"
5.0,Enjoying this course....I like way the trainer teaches... Looking forward to learn more on Data Science
4.5,"I am Still in the statistics part, haven't started coding yet. "
3.0,I was interested in doing forecasting with R.  I already know all the statistical theory.  The programming plan is not well explained.
5.0,"The course content is good and the instructor is explaining and proving every point and his argument with an example. Also, the instructor is explaining things by using some random examples."
4.0,"I am a statistician and this course is very refreshing for me and it gives me another perspective, that is the business perspective of applied statistics."
5.0,good detailed explanation
3.0,the instructor give an overview of everything without go within the details
5.0,Excellent course. So far so good. It'd be great if there were more videos on real world projects.
3.0,The explanation given by the instructor is really good but I was just expecting more practice using R.
5.0,Fantastic and brilliant course. Highly recommended and Bharani is a star!
5.0,Nice Explanation....Please upload advance topics too  along with R codes!
5.0,"Material amplo e profundo, método lúdico de ensino... Gera bastante independência nos estudos! Parabéns!"
5.0,"I find these course extremely useful for me, as I have chosen this topic on my own interest. Looking forward to learn more about the data science.."
5.0,I started off this course from the Linear Regression part and i can say that among the many udemy courses available this one covered the topic in a most comprehensive manner. The author in addition to talking about all the relevant R-codes also went quite in depth into the statistical aspect of the same which i was not able to find in any other udemy course as most of them usually talked about the R-part and gave a brief summary of the necessary statistics or completely skipped it.
5.0,Comprehensive and well explained!
4.0,speed of speaking is less. I have to run video at 1.5x. Content wise good. Covers from basics.
3.5,Theoretically good content. Could have been better if some concepts explained with intuition.
5.0,The guy gets 5 stars solely for explaining degrees of freedom in a way I actually comprehend. He is so straight-forward. I love it.
5.0,Really like the way Bharani teaches this course.  It's down-to-earth and not overly polished or produced - I appreciate that.  His attention to detail is really helping me learn this subject and will indeed help me in furthering my career.
1.5,"Till now the teacher appears to be good news reader and nothing more than that. He is building concepts from the basics which is actually way too basic. Anyways, what is irritating is a sound at the background that plays after every 10 secs and it is really disturbing. Hopefully, the course content will improve in the future session. At this poin i am done with 16 lectures, I believe"
4.0,good content
5.0,Excellent
5.0,The way of explaintion is way superior and examples are super handy to understand complex concepts
4.5,as of now its good experience waiting for the next round of class
5.0,He makes these lessons easy to understand.
5.0,Good course.....and good for beginners...It would be very helpful if you upload advance concepts..
5.0,The instructor is teaching in a very lucid way with a lot of examples and covering a huge area. Its really awesome.
2.0,It's too basic knowledge about statistic. The title should be changed because this is mostly introduction to statistics and some R coding. Maybe I know too much to take this course but the title doesn't show how the course has basic knowledge . I hope I will learn something as I proceed the course..
1.0,"I am an English mother tongue but I had a huge difficulty on understanding most of the spoken parts. To worsen the course the teacher is constantly loading up pages on internet, jumping chaotically from one program to another and an annoying sound continuously appears. The course It is really confusing and poor. I did pay really little compared to the original price but I have to admit that every course in Udemy has got courses that cost one tenth of the original price."
5.0,"The explanation is so good, that at one go you would understand the concept. Very clearly explained. The trainer's experience is all shown the way he had dealt with the subject makes learning so easy. Happy to have purchased this course. This is so helpful in learning the subject."
3.0,MUY DETALLADADO Y EXPLICADO CON MUCHA CLARIDAD
5.0,Very nicely explained...But content is pure basic
5.0,Good details and concepts are covered... Nice explanations.
5.0,It is contain knowledge about different things and shows you as well.
5.0,nice explanation ... Expecting more advanced concepts..
2.5,"the zip file introduction section did not open and it is called ""Data-Science-Material-and-R-codes"" . I put this issue in Q&A section and no reply so far and I don't see replies to other people so I don't know if instructor usually  connect with students or not"
5.0,"Very good quality, however a bit outdated for 2019. For example, it is 2019, in a month it will be 2020, and we get to have 5G. Also, with machine learning, data scientist may not be in such high demand."
5.0,its really superb...
3.0,The audio is somewhat fuzzy. Could use better microphone for more clear audio
5.0,Each Topic are explained with an example and the pace is also slow
5.0,Best online R course I've seen so far!
5.0,This course has the perfect balance of theory which leaves you with a solid understanding of the concepts. I LOVE that he responded to my question within a day. Well done!
5.0,"Amazing delivered course,  instructor has command over the subject he is teaching and teaches very passionately; fortunate to have this kind of trainers;"
2.0,annoying beep in background. Classes read like script versus natural spoken language.  Zip files with sample code did not work for statistical exercises or text mining which is what I wanted the course for - just kept opening new zips.  Annoying use of the Pen tool on the lesson to draw numbers and symbols - very distracting and hard to read.  Really disappointed in this course.  there are better R courses out there.
2.5,"Very basic for beginners, I have selected the wrong course for me"
5.0,Till now the content is very good. Topics covered so far are very clearly explained.
5.0,"Bom e didático, mas seria muito melhor se ele incluísse legendas."
3.0,Too much context so far. The pacing is tedious.
5.0,Well-organized course that answers all my questions. Looking forward to implementing my ideas based on the information and suggestions provided in the videos! I can honestly say that ExcelR Solutions is one of the absolute BEST instructors on Udemy.
5.0,initial approach was excellent..  well skilled trainer
5.0,The course at the start was so inspiring mostly because examples which were presented and the potential of a data scientist in the foreseeable future.
1.0,"very slow method of deliverance. Also, spending way too much time on obvious things."
5.0,Extremely clear and concise
5.0,Really good information presented in a logical way. ExcelR Solutions (Instructor) knows his stuff!!! I love every sections.
5.0,"I think this is a great start to the Regression, Data Mining, Text Mining, Forecasting using R. Thank you for all the useful content."
5.0,"Great practical example of what big data is about, generally new and in your face kind of examples that is being used. This is awesome"
5.0,detailed explanation
4.0,okay
4.0,clear and concise.
5.0,Nice tutorial....Interesting topics...
5.0,Awesome!
5.0,nice course..
5.0,The trainer has a thorough knowledge and is able to entice the attention very well
5.0,Excellent
5.0,way of explanation  is good...
5.0,Good Course....
3.5,Good
5.0,Excellent content...nice explanation...
5.0,"Excellent, way of explanation is good"
5.0,good explanation...
0.5,He has yet to teach anything...he just evangelizes big data. I already know that or I wouldn't have bought this course.
4.0,easy to understand and real life example used.
5.0,good course
4.5,"This course touches briefly on high-level theory and concepts like  statistics, transforming data, correlation and linear regression, etc"
3.0,I want to dive into the lesson sooner.
5.0,Nice explanation..
1.0,It keeps talking about how important and powerful is data analytics but don't show a bit of how to conduct analysis.
1.0,So many other courses I have seen are succinct and get to the point with bullets. This guy just goes on and on belaboring the same point for several videos. He writes on the slides instead of just having the material on the slide. this adds tons oaf time and no value.
3.0,No exercises
0.5,nothing concrete. just talking about trends
2.5,Too much talking about why data is important. Anyone viewing this course already knows that.
1.5,Looks like structuring the topics require more attention
5.0,Nicely explained
3.0,Could be better
5.0,Good material and knowledge from zero or scratch
5.0,Nice content...
2.0,"Too much time trying to ""sell me"" than getting into the meat."
4.0,"So far it's clear, but it could help to improve a little more the english in the subs..."
4.0,With all material I can rate it as 4 star without that its incomplete
5.0,seems a good informative course
3.5,Now it's explanation is going on
4.5,more informative
5.0,so many information and helpful tips to learn from this course. Thanks
2.0,not so direct...
3.0,"3 stars for the first session, will update more..."
4.0,So far it's interesting.  Topic I'm familiar with.
5.0,good Content....Very well explained.... Please add advance topics too... it will be very helpful for me..
4.5,so far good
2.0,太多過於基礎的東西
2.5,its pretty Basic
3.0,Accent i
5.0,Superb Training....
5.0,Informative
5.0,The instructor's knowledge of the subject regarding data processing in R and her delivery is impressive.
5.0,The course contains valuable information on text mining and natural language processing..The concept has been brilliantly explained by the instructor.
1.0,"First of all, the instructor does not adequately explain concepts. This course is basically a video of the instructor walking through and executing lines of code that she has written. It includes absolutely zero explanation of why she wrote the code the way she did. Why did she choose a particular function? How is this code doing what we want it to? If you want to know any of this, be prepared to teach yourself. "
4.0,"Although I'm already familiar with R and RStudio, I still learnt a bit more. But I look forward to the new material. I'm glad to have heard in the introduction that the lecturer is a good teacher."
5.0,Hands-on course on text mining and natural language processing training for data applications in R. It has vast potential for practical applications.
5.0,Hands-on course for data mining and natural language processing.
5.0,One of the best courses on data mining and natural language processing in R.
5.0,The instructor has in-depth knowledge of the subject and her presentation is flawless.
5.0,Hand-0n course and excellent use of R for data mining and natural language processing. Brilliant presentation by the instructor.
4.5,The instructor has in-depth knowledge of the subject and her presentation is outstanding.
5.0,The course contains useful information about text mining and natural language processing in R. It has unlimited scope for practical usage. The instructor's presentation is superb.
5.0,Extremely useful course on text mining and natural language processing in R. The course has umpteen possibilities for practical usage. The instructor is very clear and lucid in her lectures.
5.0,Very good material on Text Mining and Natural Language Processing in R.. I got a lot of knowledge
2.5,las versiones de las librerías no están vigentes a la fecha
4.5,Hands-on course for text mining and natural language processing in R. The course has immense potential for practical applications. The instructor's knowledge of the subject and delivery is superb.
2.0,Reading codes from the script with very very little explanation.
5.0,Text mining and natural language processing in R is a course which is ideally suited for my work. It contains valuable and useful information which has vast potential for practical usage. The instructor is simply brilliant in explaining various details of the course.
5.0,Very good course on text analysis in R
4.0,Nicely explained and full of material on the subject
5.0,Text mining and natural language processing in R is a hand-on course for me which will significantly enhance the quality of my work. The instructor has brilliantly explained various facets of the concept.
5.0,Good text mining course
5.0,Little theory and needs an update. But good for learning text mining in R
5.0,Outstanding course
5.0,Content is exactly what I have been looking for
2.0,"All over the place. One section doesn't end properly, with us being left waiting for an analysis to finish. In another, the materials from 'Text Mining in R' by Silge and Robinson are presented without attribution, and with the presenter apparently not very familiar with what she is looking at as she struggles to explain either the data or what the tidy approach means. Very disappointed."
5.0,This is a very good course. I learn a lot from it.
5.0,Explains every concept with good logic
5.0,Text mining and natural language processing in data mining application in R is a course which has immense potential for practical use. The course is most suited for my work. The instructor's knowledge of the subject is impressive and her delivery effective and clear.
5.0,Great course so far
4.0,daha erken
5.0,The most detailed and clever hands-on text mining course in R. It really covers all relevant topics. Some packages need updating and should include stock twits too
5.0,Very practical course. I downloaded social media data in R using the concepts taught in this course to use in my project. The course really picked up pace after section 5. Could do with an update
5.0,An immensely practical course on text mining. Looking forward to the ML part in R
5.0,The most comprehensive text mining resource out there. It is information packed and systematic. Its very hands-on and it will be nice to have some deep learning examples
5.0,One of the most hands-on text mining courses in R out there. I learnt a lot
5.0,"I think this is a very unique course. It is not for rank beginners and does not spend a lot of time on theory. But having said that, it certainly does pack a lot of punch in terms of hands-on implementation of the different techniques. I can actually see how to obtain textual data from different sources including twitter and implement the same techniques for my own purposes in R. Further, the use of different packages requires following along closely but now I have an advanced toolkit at hand."
5.0,Good quality text mining material with R. It will be nice to have more material on NLP
5.0,A very nice course for Text Mining and Natural Language Processing with good explanations.
5.0,The best hands-on text-mining course in R out there. Its slim on theory but hits the ground running with real-life data
5.0,It is one-of-a kind course which taught me how to extract/mine social media data and draw insights from it using R. A Python version will be good
5.0,Love the portion on social media mining in R. It is a very effective course
5.0,One of the most information packed sources of R text mining out there
3.0,The Youtube videos for each heading in the sections are not clear. For each section if practical lab is available then it will be easy to practice and remember each feature.
5.0,The best course on NLP in R. I can use the techniques for my own research
4.5,It was a very good course to understand text mining with R.
1.0,1. More than 60% of the course isn’t about NLP. 
3.5,"The course in general is good but both materials and the overall structure are a little bit messed up. They seem not to have a logical order . This course is absolutely not affordable by newbies and I think it's difficult even for someone who already has a base of text mining, ML and NLP. The theory is poor and the course hasn't been updated since 2018. A couple of years in data science is a certain time. Some functions  have been changed or  are deprecated, while others closed up. And API for social mining too... It's a pity. Let's hope that teacher would update the course."
5.0,Text mining and natural language processing training for data science course is an excellent course which is greatly useful for my work. Impressive way of the instructor to explain various facets of the concepts.
5.0,This is an amazing course on text mining and natural language processing in R. The information contained in the course is valuable. It has vast avenues for practical applications. The concept will certainly enhance the quality of my work. The instructor has complete mastery over the subject.
5.0,Text mining and Natural Language Processing in R is a valuable course which has unlimited opportunities of practical usage. I find the course most useful for my work. The instructor is very knowledgeable about the subject and her delivery is engaging.
5.0,Text mining and natural language processing training for data science application in R in an important course which contains valuable information. This is an advanced course and I find it very useful for my work. The instructor has complete mastery over the subject.
3.0,"Great diversity of content and I appreciate the effort in creating a course like this. However, since info on the last update is one of the criteria I use to purchase online courses,  I was a bit disappointed at the amount of outdated content I found. I understand that the digital world is constantly changing so it's ok to find minor outdated info or tools, but that's not the case here."
5.0,Text mining and natural processing in R is an important concept which has been brilliantly elaborated by the instructor in the lectures of the course. It has wide applicability avenues and will significantly enhance the quality of my work. A hand-on course for me.
5.0,Excellent course i have learned soo many things from this course i prefer to all beginner that they should do this code once Thank you for this beautiful course.
5.0,One of the best courses I have ever taken. Everything is explained in the best way possible. The Instructor is also good. Must give this course a try. It enhanced my knowledge of the subject matter.
5.0,This is a great class. I have learned a ton. The assignments were challenge and left a definite feel of accomplishment. The materials and coding were excellent.
5.0,"Very good explained course, with lot of useful exercise, so you can be sure to understand the theory. The practical examples in R are well designed and explained. This is definitely a must for someone interested in text mining, with beginning concepts that you need to keep in mind for further coursers. The instructor is also excellent, explanation and examples are very good. Recommended!"
5.0,I love this course. Lots of well structured lectures and instructor explained them very good. Those lectures covers almost all the topic. Codes are really helpful. I have taken some text mining in R but this is the best!
5.0,"This course worth 6 star. Awesome sessions, resources and codes. Instructor has excellent capability to teach. She is very knowledgeable. I am recommending this course."
5.0,The coding practices really helps understand how text mining works. Great explanation and code exercises. Sessions are well organized. I am totally satisfied!
5.0,"Incredible course, all around planned and well taught. This has been an excellent learning experience. I have never seen anybody teaching with this precision and great."
5.0,This was a super easy course. The instructor was just brilliant! i really enjoyed learning TM & NL in R through this course . thank you and keep up the good work
5.0,The video exercises are extremely helpful. Covered approx each point that might be required in his further courses. Resources are good! Thanks a lot!
5.0,"This is simply mind-blowing. To the instructor of this course, Thanks a lot ma'am. You made this course super enjoyable. Keep Smiling and stay safe."
5.0,Extremely well designed course. The assignment touch all the concepts taught in the class. Lot of concepts get clarified when you try to reach 100% on assignment. Highly recommend this course.
5.0,"Learned the fundamentals of TM and NLP in R. Lecture knowledge sequence and codes are very good in quality. If someone ask my opinion, I would recommend to enroll it!"
5.0,This is the most up-to-date content on text mining I have come across in a very long time. Very hands-on and a good R coverage. Good investment of time and money
5.0,"It was a good course. Simple explanations and good examples for everyone to understand the NLP in R. Of course as you can understand from the topic of the course it is for beginners, but if you are advanced you can finish the course so much faster also."
5.0,I really appreciated how the videos are bite-sized chunks of learning. The way the lessons were condensed helped me focus on the current topic.
5.0,Very well made. Videos short and to the point. Great for beginners or even more experienced programmers who want to reinforce their foundation.
2.5,The instructor gives practival examples.
5.0,This is the kind of course i was looking for. All those lectures are perfectly prepared. Explanation of the codes makes this course more easier. Text mining is no more fear to me!
2.0,"topics are interesting but treated fast, with almost no explanaitions of the choices made (if any) and materials provided (code and data) are not always updated or available or working. the autor is probably very expert of datascience in general but not of unstructured and textual data. too many mistakes in the material provided. she should work more on accuracy and get out interesting insights"
5.0,"This course has been fantastic. The sessions and resources have been wonderful, detailed  and so helpful. Thank you so much for everything!"
5.0,"That's called quality course. Everything is just like a student needed! Well explained lecture, exclusive codes, ton of resources makes this course perfect. I am not only satisfies but also will recommend it to everyone."
1.0,"Lots of code chunks are copied from other tutorials which are freely accessible in the internet. The author does not properly mention the original source, which is very bad scientific practice! Furthermore, the author does not really ""explain"" WHY the code is like it is, nor does she explain the theoretical background; the videos are mostly just a plain reading of code chunks you can listen to. Therefore a bad rating."
5.0,"Amazing start, dashing explanation, smooth finish. Overall it was a masterpiece! This course teaches me A to Z of Tm and NL in R. Thanks a lot!"
5.0,Very well planned course and has such good practical text mining examples. I was able to use the course to get data off Twitter for my project
5.0,It has a steep learning curve but I am learning practical side of text mining in R. Some functions don't work super-well. It should include graph analysis
1.0,"Bad explained, code is often written badly, in one lesson she randomly started eating while explaining. It's basically just copy-paste"
5.0,I found the course materials and examples very useful and relevant to my work.  A good introduction to text processing.
5.0,Course covered maximum of my problems. Regular updates makes this course more rich! Social media mining part attracts me most!
5.0,"Lecturer is enthusiastic and looks like he enjoys teaching the course, Good use of examples to illustrate a point."
5.0,This is a very well designed course which ideally caters to the field of work which I am currently working on.
5.0,Course materials are satisfactory. All the session are detailed and well explained. Updated lectures are more helpful.
5.0,"Although the lessons are at times a little disjointed, it is the best NLP/ Text Mining course I have seen outside of DataCamp. TF-IDF is a hugely useful concept is explained really clearly (much better than other resources). Similarly, I like the way the Instructor uses TidyText/TidyVerse and Quanteda  - so, it really shows that the course is really up to date!! Thanks"
5.0,"An amazing course for Text Mining. I am actually building a web app in this area. Thanks a lot for the ingredients provided. I recommend this to everyone who is interested in NLP and Sentiment Analysis. #Minerva, maybe you can also do a course on Shiny for R."
5.0,The most hands-on course on R based text mining
4.0,"Plenty of codes and materials that can be reused. Would have given 5 stars if she was still updating the course but unfortunately that is no longer the case so some of the codes might not work and she is not replying anymore, some of the questions are a year old with no answer."
4.0,Good course to understand concepts of NLP. Intution for each concepts can be explained better before the coding part of each section.
5.0,"I learned a lot from this course, I really able to  expert in text mining now than before, Thank you very much!"
5.0,Little theory but very practical for analysing text data in R
2.5,"This course included most of the knowledge I wanted. Every section has codes, so you can quickly run them. "
5.0,Very through introduction to text mining in R
4.0,"Yes, it was a good match. The course covered the content well by using many relevant examples."
5.0,Very hands-on text mining and NLP course in R
5.0,It does not have a lot of theory so it is difficult to grasp the context. But this is a hands-on and a practical course
3.0,"Awesome content, but missing codes explanation. The instructor keep reading the coding lines almost all the time, without giving sense to the information. There are some missing resources and broken codes."
3.0,"This is the first Udemy course that I abandon, after finishing half the course. It's a pity because subject of the course is fascinating and it's probably the only course on this subject. However, the course is plagued by problems that makes it frustrating to follow to say the least:"
5.0,I am really enjoying the course so far. It will be useful if Minerva could make the lectures downloadable
5.0,Very practical course on text mining and analytics in r
1.0,The explanation is not at all up to the mark and it is more of reading out the lines of code written. Not at all helpful.
5.0,Very interesting. Would have liked it to have more applications unrelated to social media and more focus on just general text.
5.0,I really liked the presentation and got many valuable tips. Extra thank you
5.0,"Excellent course, very comprehensive - would highly recommend to everyone."
5.0,"Extremely good and thorough so far, only half way through though so looking forward to the rest."
5.0,Nice and easy instructions. Breaks it down pretty well. Good starting tools.
4.0,"good, practical course. sometimes some of the files are missing or in the wrong folder."
4.5,Best practical experience with Text Mining and NLP. Thank You
2.5,Resources not provided for every segment.
1.0,"I have taken quite a few courses on Udemy already. This one is without a doubt the worst! The course instructor doesn't actually explain anything in detail. She simply shows some pre-written code on the screen and doens't go beyond ""now I do this"", ""now I do that"". There is no context, no real elaboration on the ""how"" and the ""why"". "
5.0,"Great course, really changed my text mining thought process."
5.0,Los materiales y ejemplos del curso me parecieron muy útiles y relevantes para mi trabajo. Una buena introducción al procesamiento de texto. Pero obviamente necesitas actualizarlo regularmente.
5.0,"That course is great, it takes you from the basics to advanced topics. many thanks for make this course so easy."
3.0,The instructor did well by covering as many topic as she could.
1.0,"This is the worst course I ever took, poor explanation"
5.0,Don't miss out on a great opportunity
1.0,"She needs to keep in mind that she is teaching the course for other people! not for herself. She needs to show her entire R code, and some lectures are unfinished. Her explanations are unclear and vague. Needs to incorporate clear and concise explanations. There are parts of the code she doesn't explain."
5.0,The learning path is excellent.
5.0,It is very resourceful course to learn about Text Mining and Natural Language Processing.  The course balances having enough detail for advanced users and working examples for those with a more basic knowledge.
1.0,Mentor never responded to queries
5.0,"Extremely helpful , Must recommended, Best guide , Totally worth it !!!"
5.0,"The instructor is very easy to understand, knows the topic very well, and she have covered all the main topic with confidently."
3.0,"Content is good, but Code files are missing, questions are not very nicely answered and all the files are pretty unstructured. Also some data files are missing. Code is only superficially explained, definetly not a beginners course!"
5.0,"Cool! The course context was not rich enough in the first, but instructor update it regularly, and she is very keen on answering the question."
2.0,Almost no question or query gets answered. Some of the resources are missing.
4.5,Very detailed and helpful to understand.
5.0,Short on theory but very practical text mining course
1.5,Just reading out a bunch of codes. No explanation of DFM matrix and how it works. Youtube videos are much better. 
5.0,Practical and Easy-To-Understand Course
5.0,No theory but great for practical applications of text mining with R
4.5,good practical knowledge... good explanation...
5.0,"Wonderful course, in the classes are very exciting, the teacher gives you tricks and Lot of good material. I wish the multi-variate part had a little more depth."
4.0,"Si, en general esta muy bien, solo faltó un poco en la lectura de pdfs, pues algunos comandos no pude hacerlos funcionar."
5.0,Awesome Video and Audio quality...thanks
2.0,Es dificil de seguir el curso y de realizar ejercicios.
5.0,"Good explanations, good codes! Thanks a lot!"
5.0,"Great class, learned so much in these videos. Best text mining course on udemy."
5.0,"I still have quite a few lessons to go but the amount of practical content you get from this course is phenomenal. What I really like is how Minerva shows her train of thought alongside the different approaches to solve a particular problem. All practical, all useful."
5.0,I love this course. It's simple
5.0,Topics are explained wonderfully!
5.0,Perfectly beggining course ever...many thanks!
5.0,I very much enjoyed this course.
5.0,Amazing tips! all very usefull
2.5,"Too focussed on just the code; not able to establish the context or the use case. In some tutorials it feels like the code has been lifted from somewhere else, hence the presenter is not able to explain the real utility of the same."
5.0,"The course is well structured, the final section about using machine learning with text data is particularly very useful."
5.0,Easy to follow and a pleasure to listen to
2.0,Not a very coherent explanation of concepts and does not provide a bigger picture. Very scattered and all over the place
5.0,The best Course ever!!!!
4.0,"Excellent and practical material, explained in a simple and clear way."
5.0,Very good course for improving my knowledge
5.0,"I liked the detailed oriented approach and it helped me to clear my base in text mining, which is required for Natural Language Processing."
2.5,A crucial point is to get an Twitter developer account. A video explaining the do and don't would have been useful
5.0,A good text mining resource in R
1.5,"No theory, Just talking over code (most of which is from various R package documentation)"
5.0,"I just loved the course, it actually was the first course that I got from the Udemy, and I was so happy that a choose minerva singh as the instructor."
3.0,The videos show the relevant codes but it could have been better to understand the logic behind it.
5.0,"To be frank, She Has lot of genius about the topic. so you can follow her without hesitation."
5.0,The course is like long journey and really comprehensive. I am extremely happy and satisfied to have this course in my learning basket. Thanks a lot!
1.0,The instructor can not teach the materials clearly. She talks in a way that she is reviewing the materials with herself not teaching it. It is hard to follow. I recommend to work on teaching skills first and then create a course.
5.0,A maze with a nugget of cheese at every corner.....
3.0,"Goes through the basics nicely, however may topics are outdated or simply do not work anymore. Overall quite exhaustive in the field of data scraping using R, learned many new packages and tricks to use."
5.0,A great series of an advanced natural language learning application. The programming exercises are well designed and guide the student through the ideas in each section.
3.0,"some of the scripts in the course need some updating. also, the delivery wasn't very engaging."
5.0,Great for beginners....Covers everything
2.0,"I'm really disappointed. The lecturer is clearly very intelligent, but I'm getting frustrated because I don't feel that I'm learning anything, despite being excited about this topic. "
5.0,Excellent course for anyone who wants to learn about Text Mining and Natural Language Processing. Very effective and impressive.
5.0,Great Course. The videos are short and you can always re-watch them in case you want to apply a certain technique.
5.0,"I'm a beginner, and appreciate the insight obtained from learning from an experienced user. Big thumbs up! :D"
5.0,Really liked the scope of the module. So far the learning has been great!!
5.0,"En general, muy buen curso. La mayoría de las veces es una buena explicación. En algún caso, el presentador se pierde. continuar para mejor"
5.0,SO FAR SO GOOD!
5.0,Very well explained and detailed
3.0,The course doesn't go into the detail of the code.
5.0,Very clear. The voice level is now great..
5.0,Madam I just love to learn from your tutorials because your teaching approach is super easy to grab all the steps.Thanks again
5.0,All in all I am very satisfied and really appreciate all the efforts put inside this course. Thanks Minerva
3.5,"Yes, it is a good match according to what i intend to achieve."
5.0,Ideally suited my requirements.
5.0,"Great material, excellent video quality, very knowledgeable instructor. Great value course."
5.0,"I found this course very educative opened up new ideas to me. This course is so important for personal and professional development, I believe everyone should take such a course."
3.5,good explanation but could be explained further
5.0,Text analysis portion was hands-on
5.0,excelent
5.0,"This is the Exclusive course i've taken on udemy specially if you want to learn new subject or skill quickly through a very clear, entertaining & practical course. Well-done Minerva"
5.0,He makes these lessons easy to understand. I think this course is well designed. Most of resource of Natural Language Processing is useful.
4.5,The availability of resources has been extremely helpful!
2.5,a little bit difficult to catch what the instructor said.
5.0,Excellent and informative
5.0,Take this Course man. it's a Great Course . I Have learnt a Lot. Instructor is helpful. Even Answered my innocent question about Text Mining etc.
5.0,very nice
5.0,Outstanding & informative
5.0,Outstanding course
5.0,I gained new knowledge where I know it will help me to improve my skills in R .
3.5,good
5.0,Elegant and Excellent!
5.0,It's nice to try . thanks minerva
5.0,lot of tips and tricks have been covered. I am enjoying the course and it is very in-depth.
3.5,it was less in-depth than I expected but overall it's fine
5.0,Overall a good Text Mining and Natural Language Processing course. Great interface and material is easily accessible.
3.0,UI of the project is really boring and unprofessional
4.0,Good
5.0,Presentation was neat and clean.
2.5,R codes needs to be explained in detail
5.0,"Yeah, I have had some previous experience in R programming and I could say that she explains so well in the minimum sentences."
5.0,An excellent course to learn R text from scratch !
5.0,Outstanding course
1.0,"1. The code isn't clean. Ways of writing are used that can be used, but aren't used in common."
5.0,The knowledge explained very well with a lot of example !!!
5.0,Outstanding course
1.0,"It is not detailed, if the accuracy is less, then you should teach how to improve the accuracy of the model"
5.0,Excellent! The teacher explains very well. Thanks a lot.
5.0,Informative and excellent
5.0,"i always want your new course. all part was so effective for beginner. Enjoyed the step by step, basics well covered. Thank you!"
4.0,Some packages are abit old
5.0,Amazing course that saved me a lot of time to learn a completely new skill to me.
5.0,The instructor is very knowledgeable. Covers many topics and it is easy to follow. Lovely course about text mining in R and main approaches .
5.0,Wow! it is extremely helpful for my goals
5.0,I think this was my best investment of time and money in a long time. Highly recommended for everyone. I love you Minerva for your great course.
